log_id,timestamp,user_id,user_name,user_role,action,table_affected,record_id,old_value,new_value,ip_address,device_info,status,error_message
AL-011772,2023-10-13 18:21:00,USER-001,Rajesh Kumar,Safety Officer,Update,contractors,REC-05096,old_62,new_23,192.168.123.194,Mac OS,Success,
AL-011773,2023-12-12 20:58:00,USER-002,Sita Devi,Environmental Officer,Reject,incidents,REC-05588,old_100,new_23,192.168.59.252,Mac OS,Success,
AL-011774,2023-02-11 18:35:00,USER-003,Amit Patel,Labour Inspector,Approve,incidents,REC-03988,old_34,new_76,192.168.69.61,Linux,Success,
AL-011775,2023-08-01 04:42:00,USER-002,Sita Devi,Environmental Officer,Logout,,,old_73,new_7,192.168.71.3,Mac OS,Success,
AL-011776,2023-03-08 19:26:00,USER-002,Sita Devi,Environmental Officer,Sync,grievances,REC-00798,old_66,new_35,192.168.232.253,Linux,Success,
AL-011777,2023-12-28 15:34:00,USER-002,Sita Devi,Environmental Officer,Update,corrective_actions,REC-06585,old_57,new_8,192.168.120.99,Linux,Success,
AL-011778,2024-01-01 02:25:00,USER-003,Amit Patel,Labour Inspector,Login,,,old_82,new_23,192.168.50.142,Windows 10,Success,
AL-011779,2023-05-16 03:29:00,USER-003,Amit Patel,Labour Inspector,Login,,,old_18,new_69,192.168.182.46,Mac OS,Success,
AL-011780,2023-09-15 20:58:00,USER-002,Sita Devi,Environmental Officer,Delete,contractors,REC-09505,old_22,new_57,192.168.62.179,Mac OS,Success,
AL-011781,2023-03-25 02:20:00,USER-003,Amit Patel,Labour Inspector,Approve,mine_master,REC-07608,old_37,new_67,192.168.209.124,Linux,Success,
AL-011782,2023-03-16 15:32:00,USER-003,Amit Patel,Labour Inspector,Create,grievances,REC-08412,old_41,new_60,192.168.88.88,Windows 10,Success,
AL-011783,2023-01-27 15:14:00,USER-003,Amit Patel,Labour Inspector,Approve,contractors,REC-02282,old_84,new_65,192.168.125.135,Mac OS,Success,
AL-011784,2023-05-29 21:33:00,USER-001,Rajesh Kumar,Safety Officer,Login,,,old_69,new_41,192.168.157.155,Windows 10,Success,
AL-011785,2023-03-03 06:20:00,USER-003,Amit Patel,Labour Inspector,Sync,incidents,REC-08139,old_57,new_6,192.168.106.80,Mac OS,Success,
AL-011786,2023-02-09 22:03:00,USER-001,Rajesh Kumar,Safety Officer,Delete,production_monthly,REC-06187,old_94,new_53,192.168.19.155,Mac OS,Success,
AL-011787,2023-02-10 09:39:00,USER-001,Rajesh Kumar,Safety Officer,Reject,corrective_actions,REC-06411,old_8,new_69,192.168.25.88,Windows 10,Success,
AL-011788,2023-01-20 23:29:00,USER-003,Amit Patel,Labour Inspector,Create,inspections,REC-02978,old_93,new_13,192.168.172.152,Windows 10,Success,
AL-011789,2023-09-12 19:28:00,USER-002,Sita Devi,Environmental Officer,Delete,production_monthly,REC-07061,old_80,new_37,192.168.47.184,Linux,Success,
AL-011790,2023-08-30 17:51:00,USER-001,Rajesh Kumar,Safety Officer,Login,,,old_12,new_97,192.168.32.57,Windows 10,Success,
AL-011791,2023-03-05 00:55:00,USER-002,Sita Devi,Environmental Officer,Update,production_monthly,REC-01452,old_87,new_71,192.168.85.154,Linux,Success,
AL-011792,2023-04-03 10:16:00,USER-001,Rajesh Kumar,Safety Officer,Delete,environmental_readings,REC-08106,old_44,new_19,192.168.155.9,Mac OS,Success,
AL-011793,2023-10-11 02:08:00,USER-003,Amit Patel,Labour Inspector,Delete,inspections,REC-08775,old_45,new_92,192.168.235.23,Windows 10,Success,
AL-011794,2023-06-29 21:27:00,USER-001,Rajesh Kumar,Safety Officer,Create,production_monthly,REC-08440,old_52,new_17,192.168.187.3,Mac OS,Success,
AL-011795,2023-08-15 12:10:00,USER-001,Rajesh Kumar,Safety Officer,Reject,contractors,REC-08356,old_77,new_70,192.168.93.234,Windows 10,Success,
AL-011796,2023-07-17 19:11:00,USER-001,Rajesh Kumar,Safety Officer,Approve,incidents,REC-02006,old_89,new_17,192.168.64.122,Linux,Success,
AL-011797,2023-03-20 04:49:00,USER-003,Amit Patel,Labour Inspector,Delete,production_monthly,REC-08563,old_28,new_58,192.168.226.178,Mac OS,Success,
AL-011798,2023-02-20 01:50:00,USER-001,Rajesh Kumar,Safety Officer,Logout,,,old_53,new_89,192.168.129.93,Windows 10,Success,
AL-011799,2023-07-01 14:24:00,USER-001,Rajesh Kumar,Safety Officer,Update,inspections,REC-08742,old_17,new_49,192.168.11.138,Mac OS,Success,
AL-011800,2023-10-02 01:31:00,USER-002,Sita Devi,Environmental Officer,Login,,,old_14,new_60,192.168.206.249,Mac OS,Success,
AL-011801,2023-05-13 14:02:00,USER-002,Sita Devi,Environmental Officer,Delete,grievances,REC-07691,old_76,new_61,192.168.204.243,Linux,Success,
AL-011802,2023-10-08 06:17:00,USER-002,Sita Devi,Environmental Officer,Approve,environmental_readings,REC-03054,old_37,new_22,192.168.209.86,Windows 10,Success,
AL-011803,2023-11-08 19:30:00,USER-002,Sita Devi,Environmental Officer,Sync,contractors,REC-04045,old_25,new_38,192.168.81.166,Windows 10,Failed,Invalid ID
AL-011804,2023-04-12 00:43:00,USER-001,Rajesh Kumar,Safety Officer,Logout,,,old_35,new_8,192.168.99.209,Windows 10,Success,
AL-011805,2023-09-09 13:43:00,USER-003,Amit Patel,Labour Inspector,Delete,mine_master,REC-01755,old_83,new_68,192.168.62.242,Windows 10,Failed,Database timeout
AL-011806,2023-09-09 00:26:00,USER-002,Sita Devi,Environmental Officer,Delete,grievances,REC-05982,old_52,new_24,192.168.11.57,Mac OS,Success,
AL-011807,2023-05-28 23:08:00,USER-001,Rajesh Kumar,Safety Officer,Sync,contractors,REC-09363,old_70,new_21,192.168.59.49,Linux,Success,
AL-011808,2023-11-26 22:41:00,USER-001,Rajesh Kumar,Safety Officer,Delete,incidents,REC-05828,old_13,new_7,192.168.3.180,Mac OS,Success,
AL-011809,2023-07-16 11:59:00,USER-003,Amit Patel,Labour Inspector,Create,incidents,REC-09848,old_74,new_66,192.168.241.41,Mac OS,Success,
AL-011810,2023-08-21 07:41:00,USER-002,Sita Devi,Environmental Officer,Update,mine_master,REC-06981,old_91,new_63,192.168.132.161,Windows 10,Success,
AL-011811,2023-03-31 12:47:00,USER-002,Sita Devi,Environmental Officer,Create,mine_master,REC-01375,old_86,new_12,192.168.139.28,Windows 10,Success,
AL-011812,2023-11-23 07:16:00,USER-003,Amit Patel,Labour Inspector,Approve,mine_master,REC-04367,old_67,new_94,192.168.30.129,Mac OS,Success,
AL-011813,2023-07-02 00:30:00,USER-003,Amit Patel,Labour Inspector,Reject,worker_attendance,REC-08359,old_31,new_93,192.168.54.111,Windows 10,Success,
AL-011814,2023-08-29 23:42:00,USER-003,Amit Patel,Labour Inspector,Update,corrective_actions,REC-06876,old_9,new_75,192.168.133.157,Mac OS,Success,
AL-011815,2023-11-05 00:34:00,USER-001,Rajesh Kumar,Safety Officer,Login,,,old_91,new_97,192.168.16.248,Mac OS,Success,
AL-011816,2023-11-15 12:48:00,USER-001,Rajesh Kumar,Safety Officer,Create,corrective_actions,REC-01353,old_21,new_24,192.168.59.141,Windows 10,Failed,Permission denied
AL-011817,2023-09-03 11:32:00,USER-001,Rajesh Kumar,Safety Officer,Update,incidents,REC-06981,old_77,new_58,192.168.95.183,Mac OS,Success,
AL-011818,2023-03-10 18:44:00,USER-003,Amit Patel,Labour Inspector,Reject,incidents,REC-09175,old_46,new_88,192.168.146.31,Windows 10,Success,
AL-011819,2023-01-25 08:59:00,USER-002,Sita Devi,Environmental Officer,Logout,,,old_68,new_34,192.168.104.136,Mac OS,Success,
AL-011820,2023-09-29 05:59:00,USER-003,Amit Patel,Labour Inspector,Delete,contractors,REC-09603,old_17,new_27,192.168.238.28,Linux,Failed,Invalid ID
AL-011821,2023-01-13 15:17:00,USER-003,Amit Patel,Labour Inspector,Login,,,old_20,new_65,192.168.194.97,Mac OS,Success,
AL-011822,2023-06-15 17:34:00,USER-003,Amit Patel,Labour Inspector,Reject,documents,REC-09522,old_92,new_19,192.168.192.97,Windows 10,Success,
AL-011823,2023-11-24 21:54:00,USER-003,Amit Patel,Labour Inspector,Login,,,old_82,new_26,192.168.225.76,Windows 10,Failed,Database timeout
AL-011824,2023-11-25 04:50:00,USER-002,Sita Devi,Environmental Officer,Update,documents,REC-01857,old_39,new_99,192.168.10.214,Mac OS,Success,
AL-011825,2023-07-18 13:33:00,USER-001,Rajesh Kumar,Safety Officer,Delete,documents,REC-03034,old_75,new_87,192.168.48.59,Mac OS,Success,
AL-011826,2023-02-14 22:06:00,USER-001,Rajesh Kumar,Safety Officer,Login,,,old_45,new_22,192.168.40.221,Windows 10,Success,
AL-011827,2023-12-06 10:46:00,USER-002,Sita Devi,Environmental Officer,Sync,incidents,REC-03166,old_81,new_2,192.168.129.128,Linux,Failed,Invalid ID
AL-011828,2023-10-18 13:55:00,USER-002,Sita Devi,Environmental Officer,Create,equipment,REC-01438,old_86,new_65,192.168.209.50,Windows 10,Success,
AL-011829,2023-02-09 14:32:00,USER-002,Sita Devi,Environmental Officer,Logout,,,old_40,new_31,192.168.49.3,Linux,Success,
AL-011830,2023-06-16 07:24:00,USER-003,Amit Patel,Labour Inspector,Delete,contractors,REC-05351,old_22,new_34,192.168.169.136,Mac OS,Success,
AL-011831,2023-01-14 16:03:00,USER-002,Sita Devi,Environmental Officer,Create,incidents,REC-00108,old_61,new_90,192.168.22.155,Mac OS,Success,
AL-011832,2023-06-13 08:06:00,USER-003,Amit Patel,Labour Inspector,Sync,production_monthly,REC-04627,old_51,new_35,192.168.209.228,Mac OS,Success,
AL-011833,2023-03-03 12:51:00,USER-003,Amit Patel,Labour Inspector,Approve,equipment,REC-04781,old_10,new_55,192.168.54.91,Linux,Success,
AL-011834,2023-02-19 20:07:00,USER-001,Rajesh Kumar,Safety Officer,Update,grievances,REC-05462,old_51,new_36,192.168.219.189,Linux,Success,
AL-011835,2023-07-22 18:04:00,USER-003,Amit Patel,Labour Inspector,Update,grievances,REC-02959,old_40,new_98,192.168.27.143,Mac OS,Success,
AL-011836,2023-06-21 07:54:00,USER-002,Sita Devi,Environmental Officer,Reject,contractors,REC-09371,old_15,new_86,192.168.180.153,Linux,Success,
AL-011837,2023-09-18 00:09:00,USER-003,Amit Patel,Labour Inspector,Approve,environmental_readings,REC-02729,old_78,new_6,192.168.202.122,Linux,Failed,Invalid ID
AL-011838,2023-07-11 16:43:00,USER-001,Rajesh Kumar,Safety Officer,Logout,,,old_27,new_12,192.168.120.88,Mac OS,Success,
AL-011839,2023-05-13 06:00:00,USER-003,Amit Patel,Labour Inspector,Logout,,,old_46,new_59,192.168.58.153,Windows 10,Success,
AL-011840,2023-01-11 19:48:00,USER-001,Rajesh Kumar,Safety Officer,Approve,environmental_readings,REC-05429,old_44,new_37,192.168.29.163,Windows 10,Success,
AL-011841,2023-11-09 13:04:00,USER-002,Sita Devi,Environmental Officer,Reject,mine_master,REC-01606,old_20,new_49,192.168.97.23,Linux,Failed,Database timeout
AL-011842,2023-03-17 06:36:00,USER-003,Amit Patel,Labour Inspector,Reject,incidents,REC-00726,old_47,new_45,192.168.181.56,Linux,Success,
AL-011843,2023-01-01 03:15:00,USER-002,Sita Devi,Environmental Officer,Approve,production_monthly,REC-00596,old_67,new_85,192.168.33.87,Linux,Success,
AL-011844,2023-05-29 04:20:00,USER-003,Amit Patel,Labour Inspector,Login,,,old_55,new_73,192.168.28.93,Mac OS,Success,
AL-011845,2023-10-18 18:48:00,USER-003,Amit Patel,Labour Inspector,Login,,,old_95,new_9,192.168.147.116,Windows 10,Success,
AL-011846,2023-11-07 21:35:00,USER-003,Amit Patel,Labour Inspector,Login,,,old_79,new_26,192.168.57.219,Windows 10,Success,
AL-011847,2023-02-14 16:52:00,USER-002,Sita Devi,Environmental Officer,Login,,,old_80,new_98,192.168.123.163,Mac OS,Success,
AL-011848,2023-11-30 08:37:00,USER-001,Rajesh Kumar,Safety Officer,Update,incidents,REC-04292,old_25,new_75,192.168.235.234,Mac OS,Success,
AL-011849,2023-11-06 08:33:00,USER-001,Rajesh Kumar,Safety Officer,Sync,worker_attendance,REC-08555,old_26,new_4,192.168.231.152,Windows 10,Success,
AL-011850,2023-07-18 07:23:00,USER-003,Amit Patel,Labour Inspector,Delete,grievances,REC-01735,old_61,new_48,192.168.124.99,Windows 10,Success,
AL-011851,2023-12-14 22:56:00,USER-003,Amit Patel,Labour Inspector,Create,grievances,REC-01646,old_68,new_70,192.168.201.83,Windows 10,Success,
AL-011852,2023-07-09 12:40:00,USER-002,Sita Devi,Environmental Officer,Login,,,old_43,new_49,192.168.20.84,Windows 10,Success,
AL-011853,2023-08-24 01:49:00,USER-003,Amit Patel,Labour Inspector,Update,corrective_actions,REC-04664,old_52,new_15,192.168.214.140,Mac OS,Success,
AL-011854,2023-06-04 17:25:00,USER-002,Sita Devi,Environmental Officer,Create,inspections,REC-09908,old_92,new_67,192.168.71.141,Mac OS,Success,
AL-011855,2023-01-01 19:07:00,USER-001,Rajesh Kumar,Safety Officer,Reject,environmental_readings,REC-01411,old_56,new_80,192.168.167.78,Linux,Success,
AL-011856,2023-06-25 16:39:00,USER-003,Amit Patel,Labour Inspector,Update,grievances,REC-02824,old_56,new_28,192.168.105.236,Mac OS,Success,
AL-011857,2023-11-15 07:16:00,USER-001,Rajesh Kumar,Safety Officer,Sync,documents,REC-00219,old_73,new_7,192.168.29.16,Mac OS,Success,
AL-011858,2023-09-01 08:07:00,USER-003,Amit Patel,Labour Inspector,Approve,documents,REC-05153,old_100,new_26,192.168.178.126,Linux,Success,
AL-011859,2023-08-27 15:51:00,USER-001,Rajesh Kumar,Safety Officer,Sync,corrective_actions,REC-02296,old_95,new_60,192.168.234.14,Windows 10,Success,
AL-011860,2023-05-06 17:27:00,USER-002,Sita Devi,Environmental Officer,Sync,corrective_actions,REC-00179,old_58,new_17,192.168.192.103,Windows 10,Success,
AL-011861,2023-01-21 16:48:00,USER-002,Sita Devi,Environmental Officer,Reject,production_monthly,REC-02554,old_56,new_31,192.168.32.126,Linux,Success,
AL-011862,2023-08-12 09:43:00,USER-001,Rajesh Kumar,Safety Officer,Update,equipment,REC-07997,old_8,new_10,192.168.218.210,Mac OS,Success,
AL-011863,2023-12-25 07:05:00,USER-002,Sita Devi,Environmental Officer,Sync,contractors,REC-07931,old_70,new_36,192.168.31.26,Linux,Success,
AL-011864,2023-09-02 22:02:00,USER-003,Amit Patel,Labour Inspector,Login,,,old_1,new_44,192.168.229.229,Mac OS,Failed,Invalid ID
AL-011865,2023-03-13 07:56:00,USER-001,Rajesh Kumar,Safety Officer,Sync,inspections,REC-00060,old_50,new_19,192.168.200.45,Linux,Success,
AL-011866,2023-12-23 18:07:00,USER-001,Rajesh Kumar,Safety Officer,Create,corrective_actions,REC-08639,old_51,new_40,192.168.28.71,Linux,Success,
AL-011867,2023-06-28 02:33:00,USER-001,Rajesh Kumar,Safety Officer,Sync,environmental_readings,REC-04956,old_91,new_38,192.168.82.49,Linux,Success,
AL-011868,2023-10-28 02:06:00,USER-001,Rajesh Kumar,Safety Officer,Delete,incidents,REC-08201,old_68,new_91,192.168.137.246,Linux,Failed,Permission denied
AL-011869,2023-08-01 11:54:00,USER-001,Rajesh Kumar,Safety Officer,Create,documents,REC-07853,old_88,new_15,192.168.83.35,Windows 10,Success,
AL-011870,2023-01-12 07:25:00,USER-003,Amit Patel,Labour Inspector,Delete,inspections,REC-08957,old_59,new_26,192.168.184.212,Mac OS,Success,
AL-011871,2023-10-17 10:50:00,USER-001,Rajesh Kumar,Safety Officer,Update,mine_master,REC-07874,old_56,new_37,192.168.37.181,Linux,Success,
AL-011872,2023-03-10 00:11:00,USER-001,Rajesh Kumar,Safety Officer,Logout,,,old_27,new_54,192.168.235.154,Windows 10,Success,
AL-011873,2023-03-31 08:09:00,USER-003,Amit Patel,Labour Inspector,Login,,,old_92,new_37,192.168.104.140,Mac OS,Success,
AL-011874,2023-04-13 18:14:00,USER-001,Rajesh Kumar,Safety Officer,Sync,documents,REC-09168,old_78,new_53,192.168.200.85,Mac OS,Success,
AL-011875,2023-07-19 08:58:00,USER-001,Rajesh Kumar,Safety Officer,Logout,,,old_100,new_67,192.168.187.233,Mac OS,Success,
AL-011876,2023-09-03 08:17:00,USER-002,Sita Devi,Environmental Officer,Delete,corrective_actions,REC-07290,old_32,new_66,192.168.5.215,Windows 10,Success,
AL-011877,2023-08-10 04:50:00,USER-002,Sita Devi,Environmental Officer,Reject,mine_master,REC-01315,old_36,new_55,192.168.125.202,Mac OS,Success,
AL-011878,2023-06-18 08:28:00,USER-001,Rajesh Kumar,Safety Officer,Create,corrective_actions,REC-06043,old_80,new_59,192.168.218.208,Windows 10,Success,
AL-011879,2023-06-16 22:02:00,USER-002,Sita Devi,Environmental Officer,Update,documents,REC-05759,old_6,new_47,192.168.82.83,Mac OS,Success,
AL-011880,2023-04-08 12:18:00,USER-002,Sita Devi,Environmental Officer,Sync,contractors,REC-07559,old_80,new_89,192.168.15.72,Windows 10,Success,
AL-011881,2023-10-02 21:14:00,USER-002,Sita Devi,Environmental Officer,Update,production_monthly,REC-02416,old_55,new_41,192.168.35.43,Windows 10,Success,
AL-011882,2023-06-05 03:21:00,USER-002,Sita Devi,Environmental Officer,Create,production_monthly,REC-03292,old_59,new_21,192.168.98.26,Linux,Success,
AL-011883,2023-09-11 04:31:00,USER-003,Amit Patel,Labour Inspector,Sync,production_monthly,REC-07451,old_83,new_30,192.168.133.183,Linux,Success,
AL-011884,2023-03-02 17:17:00,USER-002,Sita Devi,Environmental Officer,Approve,incidents,REC-01206,old_29,new_100,192.168.9.34,Mac OS,Success,
AL-011885,2023-04-15 05:31:00,USER-002,Sita Devi,Environmental Officer,Logout,,,old_85,new_21,192.168.95.172,Windows 10,Success,
AL-011886,2023-05-10 03:22:00,USER-002,Sita Devi,Environmental Officer,Sync,grievances,REC-01520,old_20,new_78,192.168.30.187,Linux,Success,
AL-011887,2023-10-25 17:24:00,USER-002,Sita Devi,Environmental Officer,Login,,,old_44,new_53,192.168.136.26,Linux,Success,
AL-011888,2023-04-05 16:00:00,USER-003,Amit Patel,Labour Inspector,Approve,corrective_actions,REC-07098,old_37,new_18,192.168.5.166,Windows 10,Success,
AL-011889,2023-10-20 03:27:00,USER-003,Amit Patel,Labour Inspector,Login,,,old_37,new_16,192.168.114.123,Mac OS,Success,
AL-011890,2023-07-06 14:30:00,USER-001,Rajesh Kumar,Safety Officer,Reject,corrective_actions,REC-07440,old_54,new_94,192.168.23.212,Mac OS,Success,
AL-011891,2023-02-07 12:48:00,USER-001,Rajesh Kumar,Safety Officer,Create,contractors,REC-04473,old_37,new_57,192.168.20.21,Windows 10,Success,
AL-011892,2023-05-26 04:19:00,USER-002,Sita Devi,Environmental Officer,Reject,documents,REC-07845,old_18,new_16,192.168.223.89,Linux,Success,
AL-011893,2023-07-05 21:08:00,USER-001,Rajesh Kumar,Safety Officer,Sync,incidents,REC-09384,old_1,new_27,192.168.117.35,Mac OS,Success,
AL-011894,2023-07-24 01:57:00,USER-002,Sita Devi,Environmental Officer,Logout,,,old_92,new_33,192.168.150.37,Mac OS,Success,
AL-011895,2023-09-14 09:59:00,USER-003,Amit Patel,Labour Inspector,Sync,documents,REC-09013,old_80,new_9,192.168.80.251,Linux,Success,
AL-011896,2023-04-02 11:47:00,USER-001,Rajesh Kumar,Safety Officer,Reject,contractors,REC-08221,old_9,new_82,192.168.237.139,Linux,Success,
AL-011897,2023-05-17 22:41:00,USER-001,Rajesh Kumar,Safety Officer,Reject,equipment,REC-02057,old_7,new_26,192.168.226.109,Linux,Success,
AL-011898,2023-12-22 04:54:00,USER-003,Amit Patel,Labour Inspector,Login,,,old_44,new_98,192.168.75.114,Windows 10,Success,
AL-011899,2023-07-29 15:07:00,USER-002,Sita Devi,Environmental Officer,Reject,incidents,REC-02452,old_91,new_83,192.168.190.191,Mac OS,Success,
AL-011900,2023-12-13 14:30:00,USER-003,Amit Patel,Labour Inspector,Delete,equipment,REC-09803,old_85,new_65,192.168.24.110,Linux,Success,
AL-011901,2023-06-08 04:06:00,USER-002,Sita Devi,Environmental Officer,Reject,production_monthly,REC-01664,old_40,new_68,192.168.104.163,Mac OS,Success,
AL-011902,2023-08-12 06:19:00,USER-003,Amit Patel,Labour Inspector,Login,,,old_16,new_31,192.168.221.24,Windows 10,Success,
AL-011903,2023-09-09 11:39:00,USER-003,Amit Patel,Labour Inspector,Delete,mine_master,REC-04557,old_56,new_17,192.168.97.218,Windows 10,Success,
AL-011904,2023-10-26 17:06:00,USER-001,Rajesh Kumar,Safety Officer,Update,grievances,REC-08192,old_31,new_13,192.168.24.90,Windows 10,Success,
AL-011905,2023-03-14 02:15:00,USER-001,Rajesh Kumar,Safety Officer,Update,worker_attendance,REC-06789,old_74,new_64,192.168.189.203,Linux,Success,
AL-011906,2023-05-28 05:43:00,USER-003,Amit Patel,Labour Inspector,Update,production_monthly,REC-06326,old_80,new_2,192.168.72.113,Mac OS,Success,
AL-011907,2023-02-21 18:11:00,USER-001,Rajesh Kumar,Safety Officer,Sync,environmental_readings,REC-05674,old_8,new_65,192.168.133.90,Mac OS,Success,
AL-011908,2023-06-30 23:51:00,USER-003,Amit Patel,Labour Inspector,Sync,documents,REC-01918,old_65,new_100,192.168.165.210,Linux,Success,
AL-011909,2023-05-20 01:20:00,USER-002,Sita Devi,Environmental Officer,Create,documents,REC-03336,old_23,new_26,192.168.31.88,Mac OS,Success,
AL-011910,2023-02-14 07:02:00,USER-003,Amit Patel,Labour Inspector,Sync,mine_master,REC-00304,old_36,new_99,192.168.207.119,Mac OS,Success,
AL-011911,2023-03-28 11:58:00,USER-002,Sita Devi,Environmental Officer,Login,,,old_26,new_95,192.168.83.59,Mac OS,Failed,Permission denied
AL-011912,2023-04-11 04:39:00,USER-002,Sita Devi,Environmental Officer,Approve,corrective_actions,REC-09626,old_18,new_86,192.168.245.195,Windows 10,Success,
AL-011913,2023-11-12 15:34:00,USER-003,Amit Patel,Labour Inspector,Create,equipment,REC-01212,old_62,new_72,192.168.108.4,Windows 10,Success,
AL-011914,2023-06-16 09:17:00,USER-001,Rajesh Kumar,Safety Officer,Login,,,old_49,new_26,192.168.45.39,Linux,Success,
AL-011915,2023-09-04 00:03:00,USER-002,Sita Devi,Environmental Officer,Delete,grievances,REC-02323,old_47,new_7,192.168.248.60,Mac OS,Success,
AL-011916,2023-06-27 00:17:00,USER-003,Amit Patel,Labour Inspector,Logout,,,old_40,new_46,192.168.156.191,Mac OS,Success,
AL-011917,2023-11-29 01:20:00,USER-003,Amit Patel,Labour Inspector,Approve,equipment,REC-01851,old_94,new_95,192.168.242.71,Mac OS,Success,
AL-011918,2023-11-11 07:56:00,USER-003,Amit Patel,Labour Inspector,Reject,contractors,REC-02107,old_21,new_61,192.168.76.203,Mac OS,Success,
AL-011919,2023-03-24 06:41:00,USER-003,Amit Patel,Labour Inspector,Update,incidents,REC-02046,old_73,new_54,192.168.103.229,Linux,Success,
AL-011920,2023-09-01 18:46:00,USER-001,Rajesh Kumar,Safety Officer,Update,equipment,REC-05961,old_53,new_40,192.168.216.132,Mac OS,Success,
AL-011921,2023-02-09 14:22:00,USER-003,Amit Patel,Labour Inspector,Update,grievances,REC-09559,old_33,new_75,192.168.172.65,Windows 10,Success,
AL-011922,2023-02-19 16:48:00,USER-003,Amit Patel,Labour Inspector,Update,corrective_actions,REC-08696,old_7,new_94,192.168.56.104,Linux,Success,
AL-011923,2023-02-28 21:42:00,USER-002,Sita Devi,Environmental Officer,Login,,,old_28,new_47,192.168.97.153,Windows 10,Success,
AL-011924,2023-10-14 09:51:00,USER-001,Rajesh Kumar,Safety Officer,Approve,documents,REC-03827,old_47,new_14,192.168.117.207,Mac OS,Success,
AL-011925,2023-11-29 23:39:00,USER-003,Amit Patel,Labour Inspector,Logout,,,old_46,new_67,192.168.29.185,Mac OS,Success,
AL-011926,2023-03-05 16:49:00,USER-001,Rajesh Kumar,Safety Officer,Delete,contractors,REC-06434,old_30,new_22,192.168.162.102,Linux,Success,
AL-011927,2023-01-23 03:17:00,USER-002,Sita Devi,Environmental Officer,Update,mine_master,REC-06193,old_69,new_25,192.168.222.188,Linux,Success,
AL-011928,2023-08-16 16:16:00,USER-003,Amit Patel,Labour Inspector,Reject,equipment,REC-00976,old_43,new_86,192.168.197.25,Linux,Success,
AL-011929,2023-08-03 08:35:00,USER-003,Amit Patel,Labour Inspector,Approve,grievances,REC-07870,old_44,new_11,192.168.170.34,Linux,Success,
AL-011930,2023-09-02 22:29:00,USER-002,Sita Devi,Environmental Officer,Reject,incidents,REC-02544,old_3,new_14,192.168.132.141,Mac OS,Success,
AL-011931,2023-07-02 23:46:00,USER-001,Rajesh Kumar,Safety Officer,Delete,production_monthly,REC-07377,old_55,new_41,192.168.137.141,Windows 10,Success,
AL-011932,2023-01-18 22:39:00,USER-001,Rajesh Kumar,Safety Officer,Approve,worker_attendance,REC-08997,old_93,new_14,192.168.223.32,Linux,Failed,Permission denied
AL-011933,2023-02-11 07:42:00,USER-002,Sita Devi,Environmental Officer,Logout,,,old_6,new_84,192.168.124.126,Linux,Success,
AL-011934,2023-09-21 15:20:00,USER-003,Amit Patel,Labour Inspector,Login,,,old_55,new_87,192.168.117.64,Linux,Success,
AL-011935,2023-01-04 06:58:00,USER-003,Amit Patel,Labour Inspector,Approve,production_monthly,REC-00097,old_22,new_99,192.168.204.114,Linux,Success,
AL-011936,2023-01-20 01:53:00,USER-002,Sita Devi,Environmental Officer,Sync,production_monthly,REC-09534,old_75,new_3,192.168.99.95,Mac OS,Success,
AL-011937,2023-11-06 09:58:00,USER-002,Sita Devi,Environmental Officer,Update,production_monthly,REC-06338,old_63,new_53,192.168.222.220,Windows 10,Failed,Invalid ID
AL-011938,2023-08-15 13:51:00,USER-002,Sita Devi,Environmental Officer,Logout,,,old_91,new_11,192.168.233.211,Windows 10,Success,
AL-011939,2023-10-01 11:41:00,USER-003,Amit Patel,Labour Inspector,Reject,environmental_readings,REC-04320,old_26,new_3,192.168.181.64,Windows 10,Success,
AL-011940,2023-08-02 14:28:00,USER-003,Amit Patel,Labour Inspector,Delete,corrective_actions,REC-00840,old_100,new_57,192.168.145.186,Linux,Success,
AL-011941,2023-09-01 23:12:00,USER-003,Amit Patel,Labour Inspector,Create,documents,REC-09314,old_6,new_99,192.168.40.53,Mac OS,Success,
AL-011942,2023-06-05 16:22:00,USER-001,Rajesh Kumar,Safety Officer,Reject,production_monthly,REC-04182,old_34,new_86,192.168.120.170,Mac OS,Success,
AL-011943,2023-08-01 06:17:00,USER-001,Rajesh Kumar,Safety Officer,Create,mine_master,REC-01558,old_53,new_15,192.168.124.184,Linux,Success,
AL-011944,2023-03-06 23:47:00,USER-003,Amit Patel,Labour Inspector,Login,,,old_1,new_58,192.168.157.180,Windows 10,Success,
AL-011945,2023-10-25 04:26:00,USER-002,Sita Devi,Environmental Officer,Login,,,old_21,new_71,192.168.241.54,Linux,Success,
AL-011946,2023-08-06 16:01:00,USER-001,Rajesh Kumar,Safety Officer,Create,corrective_actions,REC-08535,old_57,new_4,192.168.36.120,Linux,Success,
AL-011947,2023-12-12 23:07:00,USER-003,Amit Patel,Labour Inspector,Delete,environmental_readings,REC-04742,old_5,new_73,192.168.115.187,Mac OS,Success,
AL-011948,2023-04-01 23:06:00,USER-001,Rajesh Kumar,Safety Officer,Reject,incidents,REC-02803,old_14,new_31,192.168.93.38,Mac OS,Success,
AL-011949,2023-01-24 09:47:00,USER-002,Sita Devi,Environmental Officer,Logout,,,old_51,new_7,192.168.245.83,Linux,Success,
AL-011950,2023-03-25 21:09:00,USER-003,Amit Patel,Labour Inspector,Login,,,old_83,new_10,192.168.97.191,Linux,Success,
